CMI_wt,dem30_usa,Subz_Name,M_PPT01,PRATIO,B_SHM,USA_Slope,M_Tmin03,TOTAL_LITH,IFC_Solar,QMD,PM_PROP,TO_PROP,DF_PROP,SP_PROP,OH_PROP,OC_PROP,WH_PROP,GF_PROP,WF_PROP,W_ShadeTol,W_DroughtTol
77.0,1019.0,aw,276.0,1311.0,212.0,17.0,9.0,j,1319623.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
77.0,1034.0,ao,276.0,1311.0,212.0,16.0,9.0,j,1317260.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
77.0,1047.0,aw,276.0,1311.0,212.0,16.0,9.0,j,1354424.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
77.0,1059.0,aq,276.0,1311.0,212.0,17.0,9.0,j,1378106.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
77.0,1075.0,aq,276.0,1311.0,212.0,20.0,9.0,j,1363012.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
77.0,1095.0,aq,276.0,1311.0,212.0,24.0,9.0,j,1318080.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
77.0,1104.0,ay,276.0,1311.0,212.0,19.0,9.0,m,1307821.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
77.0,1110.0,az,276.0,1311.0,212.0,13.0,9.0,m,1305383.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
77.0,1096.0,ao,276.0,1311.0,212.0,18.0,9.0,m,1317175.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
77.0,1086.0,ao,276.0,1311.0,212.0,13.0,9.0,m,1253907.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
68.0,923.0,ao,276.0,1311.0,212.0,26.0,9.0,j,1164587.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
68.0,944.0,ao,276.0,1311.0,212.0,28.0,9.0,j,1161374.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
68.0,971.0,ao,276.0,1311.0,212.0,32.0,9.0,j,1110578.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
68.0,997.0,ao,276.0,1311.0,212.0,27.0,9.0,j,1118558.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
68.0,1011.0,ao,276.0,1311.0,212.0,19.0,9.0,j,1157820.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
68.0,1021.0,aq,276.0,1311.0,212.0,21.0,9.0,j,1107167.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
77.0,1033.0,ay,276.0,1311.0,212.0,21.0,9.0,j,1131703.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
77.0,1046.0,ao,276.0,1311.0,212.0,17.0,9.0,j,1218860.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
77.0,1058.0,aw,276.0,1311.0,212.0,19.0,9.0,j,1209805.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
77.0,1070.0,aq,276.0,1311.0,212.0,21.0,9.0,j,1155177.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
77.0,1086.0,aq,276.0,1311.0,212.0,22.0,9.0,j,1181736.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
77.0,1107.0,aq,276.0,1311.0,212.0,26.0,9.0,j,1208181.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
77.0,1117.0,aq,276.0,1311.0,212.0,22.0,9.0,m,1266898.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
77.0,1123.0,ay,276.0,1311.0,212.0,13.0,9.0,m,1323527.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
77.0,1104.0,av,276.0,1311.0,212.0,21.0,9.0,m,1229002.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
77.0,1097.0,az,276.0,1311.0,212.0,8.0,9.0,m,1335900.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
77.0,1099.0,az,276.0,1311.0,212.0,10.0,9.0,m,1290746.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
68.0,851.0,ao,276.0,1311.0,212.0,28.0,9.0,j,1367171.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
68.0,875.0,ao,276.0,1311.0,212.0,29.0,9.0,j,1355157.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
68.0,902.0,ao,276.0,1311.0,212.0,29.0,9.0,j,1329991.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
68.0,924.0,ao,276.0,1311.0,212.0,25.0,9.0,j,1362417.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
68.0,946.0,ao,276.0,1311.0,212.0,27.0,9.0,j,1333380.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
68.0,973.0,ao,276.0,1311.0,212.0,32.0,9.0,j,1283335.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
68.0,1002.0,ao,276.0,1311.0,212.0,26.0,9.0,j,1316098.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
68.0,1018.0,aw,276.0,1311.0,212.0,19.0,9.0,j,1243389.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
68.0,1030.0,aq,276.0,1311.0,212.0,20.0,9.0,j,1143978.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
77.0,1042.0,ba,276.0,1311.0,212.0,19.0,9.0,j,1175369.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
77.0,1052.0,aq,276.0,1311.0,212.0,16.0,9.0,j,1243655.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
77.0,1064.0,aq,276.0,1311.0,212.0,20.0,9.0,j,1205440.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
77.0,1079.0,aq,276.0,1311.0,212.0,20.0,9.0,j,1200993.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
77.0,1092.0,aq,276.0,1311.0,212.0,20.0,9.0,j,1264719.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
77.0,1110.0,aq,276.0,1311.0,212.0,24.0,9.0,j,1285124.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
77.0,1120.0,aq,276.0,1311.0,212.0,21.0,9.0,m,1309083.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
77.0,1125.0,az,276.0,1311.0,212.0,12.0,9.0,m,1357492.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
77.0,1112.0,az,276.0,1311.0,212.0,19.0,9.0,m,1257066.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
77.0,1101.0,ao,276.0,1311.0,212.0,10.0,9.0,m,1294918.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
77.0,1103.0,az,276.0,1311.0,212.0,7.0,9.0,m,1371548.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
77.0,1101.0,ba,276.0,1311.0,212.0,7.0,9.0,m,1374257.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
68.0,792.0,ao,237.0,1240.0,279.0,23.0,16.0,j,1462784.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
68.0,799.0,ao,237.0,1240.0,279.0,23.0,16.0,j,1477123.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
68.0,813.0,ao,237.0,1240.0,279.0,24.0,16.0,j,1463508.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
68.0,833.0,ao,237.0,1240.0,279.0,29.0,16.0,j,1389038.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
68.0,860.0,ao,276.0,1311.0,212.0,31.0,9.0,j,1379041.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
68.0,884.0,ao,276.0,1311.0,212.0,32.0,9.0,j,1400704.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
68.0,910.0,ao,276.0,1311.0,212.0,28.0,9.0,j,1459048.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
68.0,933.0,ao,276.0,1311.0,212.0,32.0,9.0,j,1428603.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
68.0,960.0,ao,276.0,1311.0,212.0,35.0,9.0,j,1404677.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
68.0,990.0,ao,276.0,1311.0,212.0,33.0,9.0,j,1408058.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
68.0,1018.0,ao,276.0,1311.0,212.0,30.0,9.0,j,1371952.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
68.0,1041.0,ao,276.0,1311.0,212.0,19.0,9.0,j,1367117.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
77.0,1053.0,ba,276.0,1311.0,212.0,15.0,9.0,j,1345996.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
77.0,1064.0,aq,276.0,1311.0,212.0,15.0,9.0,j,1299725.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
77.0,1077.0,aq,276.0,1311.0,212.0,18.0,9.0,j,1277787.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
77.0,1088.0,aq,276.0,1311.0,212.0,13.0,9.0,j,1382848.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
77.0,1099.0,aq,276.0,1311.0,212.0,17.0,9.0,j,1362711.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
77.0,1116.0,aq,276.0,1311.0,212.0,24.0,9.0,j,1287860.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
77.0,1128.0,ao,276.0,1311.0,212.0,26.0,9.0,m,1262178.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
77.0,1138.0,ao,276.0,1311.0,212.0,17.0,9.0,m,1302040.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
77.0,1119.0,aq,276.0,1311.0,212.0,15.0,9.0,m,1392125.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
77.0,1110.0,ay,276.0,1311.0,212.0,8.0,9.0,m,1486398.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
77.0,1105.0,az,276.0,1311.0,212.0,3.0,9.0,m,1501967.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
77.0,1104.0,bo,276.0,1311.0,212.0,2.0,9.0,m,1491307.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
77.0,1103.0,az,276.0,1311.0,212.0,1.0,9.0,m,1473460.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
68.0,737.0,ao,237.0,1240.0,279.0,22.0,16.0,j,1271176.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
68.0,755.0,aq,237.0,1240.0,279.0,19.0,16.0,j,1314133.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
68.0,771.0,ao,237.0,1240.0,279.0,17.0,16.0,j,1375073.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
68.0,781.0,ao,237.0,1240.0,279.0,18.0,16.0,j,1427946.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
68.0,790.0,ao,237.0,1240.0,279.0,20.0,16.0,j,1432107.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
68.0,804.0,ao,237.0,1240.0,279.0,22.0,16.0,j,1406367.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
68.0,826.0,aq,237.0,1240.0,279.0,29.0,16.0,j,1344678.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
68.0,853.0,ao,276.0,1311.0,212.0,30.0,9.0,j,1321596.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
68.0,877.0,ao,276.0,1311.0,212.0,28.0,9.0,j,1355165.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
68.0,901.0,ao,276.0,1311.0,212.0,26.0,9.0,j,1422685.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
68.0,923.0,ao,276.0,1311.0,212.0,29.0,9.0,j,1427427.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
68.0,949.0,ao,276.0,1311.0,212.0,35.0,9.0,j,1383965.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
68.0,982.0,ao,276.0,1311.0,212.0,35.0,9.0,j,1349761.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
68.0,1015.0,ao,276.0,1311.0,212.0,32.0,9.0,j,1345005.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
68.0,1041.0,ao,276.0,1311.0,212.0,21.0,9.0,j,1455589.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
77.0,1054.0,ao,276.0,1311.0,212.0,17.0,9.0,j,1462662.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
77.0,1066.0,ao,276.0,1311.0,212.0,14.0,9.0,j,1452888.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
77.0,1081.0,ao,276.0,1311.0,212.0,15.0,9.0,j,1449068.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
77.0,1088.0,ay,276.0,1311.0,212.0,11.0,9.0,j,1482295.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
77.0,1100.0,ay,276.0,1311.0,212.0,17.0,9.0,j,1434629.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
77.0,1119.0,ao,276.0,1311.0,212.0,24.0,9.0,j,1348786.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
77.0,1130.0,ay,276.0,1311.0,212.0,23.0,9.0,m,1405485.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
77.0,1141.0,ap,276.0,1311.0,212.0,15.0,9.0,m,1517563.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
77.0,1119.0,ay,276.0,1311.0,212.0,19.0,9.0,m,1461982.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
77.0,1107.0,az,276.0,1311.0,212.0,11.0,9.0,m,1578171.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
77.0,1104.0,ao,276.0,1311.0,212.0,5.0,9.0,m,1550029.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
77.0,1103.0,ao,276.0,1311.0,212.0,3.0,9.0,m,1526563.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
77.0,1102.0,az,276.0,1311.0,212.0,2.0,9.0,m,1509802.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
68.0,685.0,ao,237.0,1240.0,279.0,23.0,16.0,j,1166222.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
68.0,701.0,ao,237.0,1240.0,279.0,25.0,16.0,j,1111594.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
68.0,721.0,aq,237.0,1240.0,279.0,25.0,16.0,j,1109161.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
68.0,741.0,aq,237.0,1240.0,279.0,23.0,16.0,j,1126760.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
68.0,758.0,aq,237.0,1240.0,279.0,21.0,16.0,j,1153484.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
68.0,772.0,aq,237.0,1240.0,279.0,17.0,16.0,j,1198363.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
68.0,780.0,aq,237.0,1240.0,279.0,16.0,16.0,j,1204677.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
68.0,788.0,aq,237.0,1240.0,279.0,17.0,16.0,j,1229239.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
68.0,799.0,aq,237.0,1240.0,279.0,21.0,16.0,j,1226616.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
68.0,823.0,ao,237.0,1240.0,279.0,29.0,16.0,j,1171249.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
68.0,852.0,ao,276.0,1311.0,212.0,32.0,9.0,j,1120356.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
68.0,877.0,ao,276.0,1311.0,212.0,27.0,9.0,j,1168599.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
68.0,898.0,ao,276.0,1311.0,212.0,22.0,9.0,j,1283490.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
68.0,918.0,ao,276.0,1311.0,212.0,23.0,9.0,j,1370794.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
68.0,939.0,ao,276.0,1311.0,212.0,33.0,9.0,j,1307357.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
68.0,978.0,ao,276.0,1311.0,212.0,35.0,9.0,j,1271611.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
68.0,1010.0,ao,276.0,1311.0,212.0,31.0,9.0,j,1406905.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
68.0,1034.0,ao,276.0,1311.0,212.0,27.0,9.0,j,1518251.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
77.0,1049.0,ao,276.0,1311.0,212.0,22.0,9.0,j,1529220.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
77.0,1063.0,ao,276.0,1311.0,212.0,18.0,9.0,j,1527355.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
77.0,1077.0,ao,276.0,1311.0,212.0,16.0,9.0,j,1546465.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
77.0,1085.0,ao,276.0,1311.0,212.0,14.0,9.0,j,1543061.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
77.0,1097.0,ao,276.0,1311.0,212.0,19.0,9.0,j,1474715.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
77.0,1120.0,ao,276.0,1311.0,212.0,24.0,9.0,j,1420711.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
77.0,1128.0,ao,276.0,1311.0,212.0,17.0,9.0,m,1534479.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
77.0,1132.0,av,276.0,1311.0,212.0,15.0,9.0,m,1612926.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
77.0,1116.0,ap,276.0,1311.0,212.0,23.0,9.0,m,1473090.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
77.0,1099.0,al,276.0,1311.0,212.0,11.0,9.0,m,1569265.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
77.0,1100.0,ao,276.0,1311.0,212.0,7.0,9.0,m,1570271.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
77.0,1101.0,ao,276.0,1311.0,212.0,5.0,9.0,m,1555101.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
77.0,1101.0,ao,276.0,1311.0,212.0,4.0,9.0,m,1541832.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
77.0,1101.0,ao,276.0,1311.0,212.0,3.0,9.0,m,1527959.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
68.0,620.0,av,237.0,1240.0,279.0,25.0,16.0,j,1205652.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
68.0,638.0,av,237.0,1240.0,279.0,28.0,16.0,j,1127897.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
68.0,668.0,ao,237.0,1240.0,279.0,30.0,16.0,j,1093054.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
68.0,694.0,ao,237.0,1240.0,279.0,27.0,16.0,j,1089981.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.01,2.33
